"Time","NumberOfCreaturesAlive","NumberOfSpeciesAlive","NumberOfCreaturesBorn","NumberOfCreaturesDeath"
"31636","2766","24","6460","3694"
"31637","2767","24","6461","3694"
"31641","2768","24","6462","3694"
"31643","2769","24","6463","3694"
"31648","2770","24","6464","3694"
"31655","2769","24","6464","3695"
"31658","2769","24","6465","3696"
"31659","2769","24","6466","3697"
"31660","2768","24","6466","3698"
"31661","2769","24","6469","3700"
"31662","2768","24","6473","3705"
"31663","2768","24","6476","3708"
"31664","2772","24","6482","3710"
"31665","2774","24","6484","3710"
"31666","2774","24","6486","3712"
"31667","2773","23","6486","3713"
"31669","2774","23","6487","3713"
"31676","2775","23","6488","3713"
"31677","2774","23","6488","3714"
"31679","2775","23","6489","3714"
"31683","2776","23","6490","3714"
"31684","2777","23","6491","3714"
"31689","2778","23","6492","3714"
"31694","2777","23","6492","3715"
"31696","2778","23","6493","3715"
"31699","2777","23","6493","3716"
"31708","2777","23","6494","3717"
"31709","2776","23","6495","3719"
"31710","2776","23","6498","3722"
"31711","2779","23","6502","3723"
"31712","2784","23","6509","3725"
"31713","2784","23","6512","3728"
"31714","2783","23","6513","3730"
"31715","2781","23","6513","3732"
"31716","2780","23","6513","3733"
"31717","2779","23","6514","3735"
"31718","2780","23","6515","3735"
"31719","2782","23","6517","3735"
"31721","2783","23","6518","3735"
"31722","2784","23","6519","3735"
"31728","2785","23","6520","3735"
"31729","2786","23","6521","3735"
"31731","2787","23","6522","3735"
"31733","2789","23","6524","3735"
"31735","2790","23","6525","3735"
"31744","2790","23","6526","3736"
"31746","2791","23","6527","3736"
"31755","2792","23","6528","3736"
"31758","2790","23","6528","3738"
"31759","2788","23","6528","3740"
"31760","2786","23","6529","3743"
"31761","2783","23","6530","3747"
"31762","2785","23","6535","3750"
"31763","2790","23","6542","3752"
"31764","2796","23","6549","3753"
"31765","2797","23","6550","3753"
"31779","2799","23","6552","3753"
"31781","2800","23","6553","3753"
"31783","2799","23","6553","3754"
"31784","2799","23","6554","3755"
"31785","2800","23","6555","3755"
"31786","2802","23","6557","3755"
"31789","2803","23","6558","3755"
"31793","2804","23","6559","3755"
"31796","2805","23","6560","3755"
"31799","2804","23","6560","3756"
"31803","2804","23","6561","3757"
"31804","2805","23","6562","3757"
"31805","2806","23","6563","3757"
"31806","2805","23","6563","3758"
"31807","2806","23","6564","3758"
"31808","2805","23","6564","3759"
"31809","2805","23","6565","3760"
"31810","2802","23","6567","3765"
"31811","2796","23","6569","3773"
"31812","2796","23","6571","3775"
"31813","2796","23","6576","3780"
"31814","2799","23","6580","3781"
"31815","2801","23","6583","3782"
"31816","2802","23","6585","3783"
"31818","2803","23","6586","3783"
"31828","2804","23","6587","3783"
"31830","2803","23","6587","3784"
"31842","2804","23","6588","3784"
"31845","2805","23","6589","3784"
"31849","2806","23","6590","3784"
"31855","2805","23","6590","3785"
"31858","2806","23","6591","3785"
"31859","2807","23","6592","3785"
"31860","2805","23","6592","3787"
"31861","2809","23","6596","3787"
"31862","2812","23","6601","3789"
"31863","2818","23","6607","3789"
"31864","2817","23","6607","3790"
"31865","2817","23","6608","3791"
"31866","2819","23","6611","3792"
"31883","2820","23","6612","3792"
"31884","2821","23","6613","3792"
"31887","2820","23","6613","3793"
"31888","2820","23","6614","3794"
"31890","2821","23","6615","3794"
"31904","2820","23","6615","3795"
"31908","2821","23","6616","3795"
"31911","2819","23","6618","3799"
"31912","2821","23","6620","3799"
"31913","2826","23","6627","3801"
"31914","2826","23","6630","3804"
"31915","2828","23","6633","3805"
"31916","2827","23","6634","3807"
"31917","2828","23","6635","3807"
"31919","2829","23","6636","3807"
"31926","2828","23","6636","3808"
"31939","2829","23","6637","3808"
"31943","2828","23","6637","3809"
"31944","2829","23","6638","3809"
"31953","2830","23","6639","3809"
"31954","2829","23","6639","3810"
"31960","2831","23","6642","3811"
"31961","2824","23","6642","3818"
"31962","2825","23","6646","3821"
"31963","2824","23","6649","3825"
"31964","2825","23","6653","3828"
"31965","2828","23","6656","3828"
"31966","2831","23","6659","3828"
"31967","2832","23","6661","3829"
"31972","2831","23","6661","3830"
"31974","2830","23","6661","3831"
"31979","2831","23","6662","3831"
"31981","2832","23","6663","3831"
"31988","2832","23","6664","3832"
"31990","2830","23","6664","3834"
"31992","2831","23","6665","3834"
"31995","2832","23","6666","3834"
"32006","2833","23","6667","3834"
"32007","2835","23","6669","3834"
"32009","2834","23","6669","3835"
"32010","2836","23","6671","3835"
"32011","2834","23","6672","3838"
"32012","2835","23","6676","3841"
"32013","2835","23","6679","3844"
"32014","2838","23","6683","3845"
"32015","2839","23","6685","3846"
"32016","2841","23","6687","3846"
"32017","2837","23","6687","3850"
"32025","2838","23","6688","3850"
"32027","2837","23","6688","3851"
"32028","2836","23","6688","3852"
"32032","2835","23","6688","3853"
"32038","2835","23","6689","3854"
"32039","2836","23","6690","3854"
"32041","2837","23","6691","3854"
"32049","2836","23","6691","3855"
"32053","2837","23","6692","3855"
"32055","2836","23","6692","3856"
"32059","2838","23","6694","3856"
"32060","2840","23","6697","3857"
"32061","2842","23","6701","3859"
"32062","2844","23","6705","3861"
"32063","2848","23","6710","3862"
"32064","2848","23","6712","3864"
"32065","2851","23","6715","3864"
"32066","2850","23","6715","3865"
"32067","2849","23","6715","3866"
"32080","2847","23","6715","3868"
"32082","2848","23","6716","3868"
"32087","2847","23","6716","3869"
"32088","2848","23","6717","3869"
"32089","2847","23","6717","3870"
"32093","2848","23","6718","3870"
"32096","2847","23","6718","3871"
"32103","2846","23","6718","3872"
"32105","2845","23","6718","3873"
"32110","2845","23","6720","3875"
"32111","2844","23","6721","3877"
"32112","2845","23","6726","3881"
"32113","2848","23","6731","3883"
"32114","2846","23","6733","3887"
"32115","2848","23","6737","3889"
"32116","2847","23","6737","3890"
"32117","2846","23","6737","3891"
"32129","2847","23","6738","3891"
"32133","2848","23","6739","3891"
"32141","2849","23","6740","3891"
"32145","2848","23","6740","3892"
"32147","2849","23","6741","3892"
"32150","2850","23","6742","3892"
"32153","2851","23","6743","3892"
"32157","2850","23","6743","3893"
"32159","2848","23","6743","3895"
"32160","2844","23","6744","3900"
"32161","2844","23","6747","3903"
"32162","2848","23","6755","3907"
"32163","2849","23","6757","3908"
"32164","2847","23","6758","3911"
"32165","2852","23","6763","3911"
"32166","2856","23","6768","3912"
"32167","2857","23","6769","3912"
"32172","2858","23","6770","3912"
"32175","2857","23","6770","3913"
"32176","2858","23","6771","3913"
"32179","2859","23","6772","3913"
"32187","2858","23","6772","3914"
"32197","2856","23","6772","3916"
"32199","2857","23","6773","3916"
"32200","2858","23","6774","3916"
"32201","2859","23","6775","3916"
"32208","2857","23","6775","3918"
"32209","2856","23","6775","3919"
"32210","2855","23","6776","3921"
"32211","2855","23","6779","3924"
"32212","2851","23","6780","3929"
"32213","2857","23","6787","3930"
"32214","2858","23","6789","3931"
"32215","2858","23","6791","3933"
"32216","2862","23","6795","3933"
"32217","2862","23","6796","3934"
"32218","2864","23","6798","3934"
"32221","2863","23","6798","3935"
"32222","2864","23","6799","3935"
"32226","2866","23","6801","3935"
"32234","2866","23","6802","3936"
"32244","2866","23","6803","3937"
"32245","2867","23","6804","3937"
"32246","2868","23","6805","3937"
"32247","2869","23","6806","3937"
"32249","2868","23","6806","3938"
"32250","2868","23","6807","3939"
"32255","2869","23","6808","3939"
"32260","2870","23","6811","3941"
"32261","2868","23","6812","3944"
"32262","2870","23","6817","3947"
"32263","2880","24","6829","3949"
"32264","2883","24","6834","3951"
"32265","2887","24","6838","3951"
"32266","2889","24","6841","3952"
"32267","2890","24","6842","3952"
"32269","2891","24","6843","3952"
"32272","2892","24","6844","3952"
"32281","2891","24","6844","3953"
"32284","2892","24","6845","3953"
"32289","2893","24","6846","3953"
"32292","2892","24","6846","3954"
"32294","2891","24","6846","3955"
"32298","2890","24","6846","3956"
"32300","2891","24","6847","3956"
"32303","2890","24","6847","3957"
"32308","2891","24","6848","3957"
"32309","2890","24","6848","3958"
"32310","2887","24","6848","3961"
"32311","2881","24","6848","3967"
"32312","2876","24","6851","3975"
"32313","2877","24","6853","3976"
"32314","2878","24","6856","3978"
"32315","2878","24","6857","3979"
"32316","2876","24","6858","3982"
"32317","2878","24","6860","3982"
"32326","2877","24","6861","3984"
"32331","2876","24","6861","3985"
"32332","2877","24","6862","3985"
"32346","2878","24","6863","3985"
"32347","2880","24","6865","3985"
"32348","2880","24","6866","3986"
"32358","2881","24","6867","3986"
"32359","2882","24","6868","3986"
"32361","2879","24","6869","3990"
"32362","2881","24","6874","3993"
"32363","2885","24","6879","3994"
"32364","2887","24","6884","3997"
"32365","2886","24","6885","3999"
"32366","2887","24","6886","3999"
"32368","2888","24","6887","3999"
"32384","2889","24","6888","3999"
"32394","2890","24","6889","3999"
"32399","2889","24","6889","4000"
"32409","2888","24","6890","4002"
"32410","2888","24","6891","4003"
"32411","2891","24","6896","4005"
"32412","2895","24","6904","4009"
"32413","2896","24","6908","4012"
"32414","2899","24","6911","4012"
"32415","2901","24","6914","4013"
"32416","2901","24","6915","4014"
"32417","2902","24","6916","4014"
"32421","2903","24","6917","4014"
"32422","2904","24","6918","4014"
"32425","2903","24","6918","4015"
"32430","2904","24","6919","4015"
"32449","2903","24","6919","4016"
"32453","2904","24","6920","4016"
"32459","2905","24","6921","4016"
"32460","2902","24","6922","4020"
"32461","2900","24","6923","4023"
"32462","2901","24","6929","4028"
"32463","2903","24","6932","4029"
"32464","2905","24","6935","4030"
"32465","2905","24","6936","4031"
"32466","2906","24","6937","4031"
"32467","2907","24","6939","4032"
"32468","2908","24","6940","4032"
"32477","2907","24","6940","4033"
"32479","2906","24","6940","4034"
"32483","2906","24","6941","4035"
"32493","2907","24","6942","4035"
"32494","2908","24","6943","4035"
"32496","2909","24","6944","4035"
"32497","2910","24","6945","4035"
"32498","2911","24","6946","4035"
"32499","2910","24","6946","4036"
"32505","2909","24","6946","4037"
"32508","2910","24","6947","4037"
"32509","2911","24","6948","4037"
"32510","2910","24","6949","4039"
"32511","2908","24","6952","4044"
"32512","2906","24","6952","4046"
"32513","2910","24","6958","4048"
"32514","2910","24","6962","4052"
"32515","2913","24","6966","4053"
"32518","2914","24","6967","4053"
"32531","2915","24","6968","4053"
"32541","2917","24","6970","4053"
"32542","2916","24","6970","4054"
"32544","2917","24","6971","4054"
"32550","2918","24","6972","4054"
"32553","2917","24","6972","4055"
"32557","2918","24","6973","4055"
"32558","2917","24","6974","4057"
"32559","2914","24","6974","4060"
"32560","2915","24","6978","4063"
"32561","2913","24","6979","4066"
"32562","2913","24","6982","4069"
"32563","2916","24","6989","4073"
"32564","2918","24","6994","4076"
"32565","2918","24","6995","4077"
"32566","2917","24","6995","4078"
"32567","2922","24","7000","4078"
"32568","2921","24","7000","4079"
"32569","2921","24","7001","4080"
"32576","2923","24","7003","4080"
"32578","2924","24","7004","4080"
"32582","2925","24","7005","4080"
"32590","2924","24","7005","4081"
"32596","2923","24","7005","4082"
"32600","2923","24","7006","4083"
"32601","2924","24","7007","4083"
"32602","2923","24","7007","4084"
"32606","2924","24","7008","4084"
"32609","2925","24","7009","4084"
"32610","2924","24","7010","4086"
"32611","2925","24","7013","4088"
"32612","2927","24","7018","4091"
"32613","2929","24","7020","4091"
"32614","2929","24","7023","4094"
"32615","2930","24","7026","4096"
"32616","2932","24","7028","4096"
"32617","2933","24","7029","4096"
"32625","2932","24","7029","4097"
"32626","2932","24","7030","4098"
"32628","2931","24","7030","4099"
"32629","2930","24","7030","4100"
"32631","2931","24","7031","4100"
"32638","2930","24","7031","4101"
"32639","2930","24","7032","4102"
"32642","2930","24","7033","4103"
"32643","2931","24","7034","4103"
"32644","2930","24","7034","4104"
"32649","2929","24","7034","4105"
"32657","2930","24","7035","4105"
"32659","2931","24","7036","4105"
"32661","2931","24","7038","4107"
"32662","2930","24","7041","4111"
"32663","2934","24","7047","4113"
"32664","2935","24","7048","4113"
"32665","2935","24","7050","4115"
"32666","2936","24","7051","4115"
"32667","2937","24","7052","4115"
"32668","2938","24","7053","4115"
"32669","2939","24","7054","4115"
"32676","2938","24","7054","4116"
"32680","2937","24","7054","4117"
"32687","2938","24","7055","4117"
"32688","2937","24","7055","4118"
"32689","2936","24","7055","4119"
"32690","2936","24","7056","4120"
"32691","2936","24","7057","4121"
"32693","2937","24","7058","4121"
"32694","2936","24","7058","4122"
"32696","2935","24","7058","4123"
"32697","2936","24","7059","4123"
"32701","2936","24","7060","4124"
"32703","2935","24","7060","4125"
"32706","2936","24","7061","4125"
"32707","2937","24","7062","4125"
"32708","2937","24","7063","4126"
"32709","2936","24","7063","4127"
"32710","2932","24","7063","4131"
"32711","2929","24","7064","4135"
"32712","2931","24","7070","4139"
"32713","2934","24","7075","4141"
"32714","2936","24","7079","4143"
"32715","2942","24","7085","4143"
"32716","2944","24","7087","4143"
"32717","2945","24","7088","4143"
"32725","2946","24","7089","4143"
"32726","2947","24","7090","4143"
"32728","2949","24","7092","4143"
"32730","2950","24","7093","4143"
"32736","2949","24","7093","4144"
"32737","2950","24","7094","4144"
"32740","2949","24","7094","4145"
"32741","2950","24","7095","4145"
"32742","2949","24","7095","4146"
"32744","2948","24","7095","4147"
"32752","2949","24","7096","4147"
"32753","2948","24","7096","4148"
"32757","2949","24","7097","4148"
"32758","2948","24","7097","4149"
"32759","2946","24","7097","4151"
"32760","2945","24","7097","4152"
"32761","2945","24","7100","4155"
"32762","2944","24","7104","4160"
"32763","2945","24","7110","4165"
"32764","2946","24","7114","4168"
"32765","2945","24","7114","4169"
"32766","2946","24","7115","4169"
"32767","2947","24","7116","4169"
"32768","2948","24","7117","4169"
"32769","2949","24","7118","4169"
"32786","2949","24","7119","4170"
"32787","2950","24","7120","4170"
"32788","2951","24","7121","4170"
"32789","2950","24","7121","4171"
"32793","2949","24","7121","4172"
"32794","2950","24","7122","4172"
"32795","2951","24","7123","4172"
"32799","2949","24","7123","4174"
"32800","2948","24","7123","4175"
"32801","2949","24","7124","4175"
"32802","2950","24","7125","4175"
"32803","2951","24","7126","4175"
"32804","2952","24","7127","4175"
"32806","2953","24","7128","4175"
"32809","2954","24","7129","4175"
"32810","2956","24","7132","4176"
"32811","2955","24","7134","4179"
"32812","2952","24","7138","4186"
"32813","2956","24","7142","4186"
"32814","2959","24","7148","4189"
"32815","2961","24","7150","4189"
"32818","2962","24","7151","4189"
"32828","2964","24","7153","4189"
"32830","2963","24","7153","4190"
"32831","2964","24","7154","4190"
"32836","2965","24","7155","4190"
"32839","2963","24","7155","4192"
"32841","2964","24","7156","4192"
"32847","2965","24","7157","4192"
"32848","2966","24","7158","4192"
"32851","2967","24","7160","4193"
"32857","2969","24","7162","4193"
"32858","2970","24","7163","4193"
"32860","2970","24","7164","4194"
"32861","2970","24","7165","4195"
"32862","2970","24","7169","4199"
"32863","2967","24","7173","4206"
"32864","2968","24","7177","4209"
"32865","2968","24","7180","4212"
"32866","2966","24","7180","4214"
"32868","2967","24","7181","4214"
"32869","2968","24","7182","4214"
"32870","2968","24","7183","4215"
"32884","2969","24","7184","4215"
"32885","2970","24","7185","4215"
"32886","2971","24","7186","4215"
"32888","2971","24","7187","4216"
"32891","2970","24","7187","4217"
"32897","2971","24","7188","4217"
"32904","2972","24","7189","4217"
"32906","2971","24","7189","4218"
"32907","2972","24","7190","4218"
"32908","2973","24","7191","4218"
"32910","2972","24","7191","4219"
"32911","2969","24","7192","4223"
"32912","2970","24","7198","4228"
"32913","2976","24","7206","4230"
"32914","2979","24","7210","4231"
"32915","2982","24","7216","4234"
"32916","2982","24","7217","4235"
"32917","2983","24","7218","4235"
"32918","2984","24","7219","4235"
"32921","2984","24","7220","4236"
"32922","2983","24","7220","4237"
"32926","2982","24","7220","4238"
"32933","2981","24","7220","4239"
"32934","2981","24","7221","4240"
"32936","2980","24","7221","4241"
"32943","2981","24","7222","4241"
"32946","2982","24","7223","4241"
"32947","2983","24","7224","4241"
"32951","2984","24","7225","4241"
"32957","2985","24","7226","4241"
"32958","2984","24","7226","4242"
"32961","2982","24","7228","4246"
"32962","2981","24","7230","4249"
"32963","2985","24","7236","4251"
"32964","2992","24","7244","4252"
"32965","2992","24","7245","4253"
"32966","2992","24","7246","4254"
"32967","2994","24","7248","4254"
"32968","2995","24","7249","4254"
"32972","2996","24","7250","4254"
"32978","2997","24","7251","4254"
"32982","2998","24","7252","4254"
"32986","2997","24","7253","4256"
"32987","2998","24","7254","4256"
"32994","2997","24","7254","4257"
"32997","2996","24","7254","4258"
"33006","2997","24","7255","4258"
"33011","2998","24","7259","4261"
"33012","3001","24","7265","4264"
"33013","3003","24","7269","4266"
"33014","3003","24","7273","4270"
"33015","3001","24","7274","4273"
"33016","3004","24","7278","4274"
"33019","3005","24","7280","4275"
"33029","3006","24","7281","4275"
"33031","3006","24","7282","4276"
"33032","3005","24","7282","4277"
"33034","3005","24","7283","4278"
"33035","3006","24","7284","4278"
"33037","3008","24","7286","4278"
"33040","3006","24","7286","4280"
"33044","3007","24","7287","4280"
"33045","3007","24","7288","4281"
"33049","3008","24","7289","4281"
"33055","3009","24","7290","4281"
"33059","3010","24","7292","4282"
"33060","3011","24","7293","4282"
"33061","3011","24","7297","4286"
"33062","3009","24","7299","4290"
"33063","3010","24","7303","4293"
"33064","3009","24","7303","4294"
"33065","3011","24","7308","4297"
"33066","3013","24","7310","4297"
"33067","3015","24","7312","4297"
"33068","3018","24","7315","4297"
"33069","3020","24","7317","4297"
"33076","3021","24","7318","4297"
"33080","3020","24","7318","4298"
"33081","3021","24","7319","4298"
"33082","3022","24","7320","4298"
"33084","3023","24","7321","4298"
"33090","3022","24","7321","4299"
"33091","3023","24","7322","4299"
"33104","3022","24","7322","4300"
"33106","3021","24","7322","4301"
"33109","3019","24","7322","4303"
"33110","3020","24","7323","4303"
"33111","3019","24","7325","4306"
"33112","3020","24","7329","4309"
"33113","3026","24","7336","4310"
"33114","3025","24","7337","4312"
"33115","3026","24","7339","4313"
"33116","3025","24","7342","4317"
"33117","3028","24","7346","4318"
"33120","3030","24","7348","4318"
"33121","3029","24","7348","4319"
"33123","3030","24","7349","4319"
"33129","3029","24","7350","4321"
"33131","3030","24","7351","4321"
"33135","3029","24","7351","4322"
"33138","3030","24","7352","4322"
"33141","3031","24","7353","4322"
"33143","3030","24","7353","4323"
"33144","3029","24","7353","4324"
"33146","3031","24","7355","4324"
"33151","3031","24","7356","4325"
"33156","3032","24","7357","4325"
"33160","3027","24","7357","4330"
"33161","3024","24","7357","4333"
"33162","3023","24","7361","4338"
"33163","3025","24","7368","4343"
"33164","3026","24","7370","4344"
"33165","3027","24","7371","4344"
"33166","3029","24","7373","4344"
"33167","3033","24","7377","4344"
"33168","3034","24","7378","4344"
"33169","3035","24","7379","4344"
"33176","3034","24","7379","4345"
"33179","3033","24","7379","4346"
"33180","3032","24","7379","4347"
"33190","3031","24","7379","4348"
"33193","3030","24","7379","4349"
"33196","3031","24","7380","4349"
"33197","3030","24","7380","4350"
"33203","3031","24","7381","4350"
"33205","3032","24","7382","4350"
"33206","3033","24","7383","4350"
"33207","3034","24","7384","4350"
"33210","3034","24","7386","4352"
"33211","3030","24","7387","4357"
"33212","3027","24","7390","4363"
"33213","3028","24","7394","4366"
"33214","3028","24","7396","4368"
"33215","3027","24","7398","4371"
"33216","3028","24","7399","4371"
"33218","3027","24","7399","4372"
"33224","3026","24","7399","4373"
"33229","3027","24","7400","4373"
"33232","3027","24","7401","4374"
"33239","3029","24","7403","4374"
"33241","3029","24","7404","4375"
"33252","3028","24","7404","4376"
"33253","3029","24","7405","4376"
"33260","3029","24","7406","4377"
"33261","3030","24","7409","4379"
"33262","3029","24","7413","4384"
"33263","3032","24","7420","4388"
"33264","3033","24","7425","4392"
"33265","3033","24","7426","4393"
"33266","3036","24","7429","4393"
"33267","3038","24","7431","4393"
"33268","3038",
