"Time","NumberOfCreaturesAlive","NumberOfSpeciesAlive","NumberOfCreaturesBorn","NumberOfCreaturesDeath"
"18411","906","21","1327","421"
"18456","908","21","1329","421"
"18457","911","21","1332","421"
"18458","913","21","1335","422"
"18459","914","21","1338","424"
"18460","914","21","1339","425"
"18461","916","21","1341","425"
"18469","915","21","1341","426"
"18477","916","21","1342","426"
"18478","917","21","1343","426"
"18486","916","21","1343","427"
"18488","917","21","1344","427"
"18506","918","21","1345","427"
"18507","919","21","1347","428"
"18508","916","21","1347","431"
"18509","919","21","1350","431"
"18511","920","21","1351","431"
"18522","921","21","1352","431"
"18555","920","21","1352","432"
"18556","919","21","1353","434"
"18557","919","21","1354","435"
"18558","920","21","1357","437"
"18559","924","21","1361","437"
"18572","923","21","1361","438"
"18606","923","21","1362","439"
"18607","925","21","1364","439"
"18608","925","21","1366","441"
"18609","930","21","1371","441"
"18610","933","21","1375","442"
"18621","932","21","1375","443"
"18633","933","21","1376","443"
"18640","932","21","1376","444"
"18656","933","21","1377","444"
"18657","933","21","1378","445"
"18658","933","21","1379","446"
"18659","933","21","1381","448"
"18671","934","21","1382","448"
"18706","934","21","1383","449"
"18707","933","21","1383","450"
"18708","936","21","1388","452"
"18719","937","21","1389","452"
"18756","939","21","1391","452"
"18757","937","21","1391","454"
"18758","939","21","1393","454"
"18760","938","21","1393","455"
"18761","939","21","1394","455"
"18768","940","21","1395","455"
"18775","941","21","1396","455"
"18806","939","21","1396","457"
"18807","940","21","1398","458"
"18808","944","21","1403","459"
"18809","946","21","1406","460"
"18811","946","21","1407","461"
"18832","947","21","1408","461"
"18839","946","21","1408","462"
"18855","945","21","1408","463"
"18856","943","21","1408","465"
"18857","943","21","1409","466"
"18858","944","21","1410","466"
"18859","948","21","1415","467"
"18860","949","21","1416","467"
"18861","950","21","1417","467"
"18862","951","21","1418","467"
"18873","950","21","1418","468"
"18875","951","21","1419","468"
"18894","952","21","1420","468"
"18902","953","21","1421","468"
"18905","952","21","1421","469"
"18907","951","21","1421","470"
"18908","950","21","1422","472"
"18909","950","21","1423","473"
"18910","952","21","1425","473"
"18911","953","21","1426","473"
"18927","952","21","1426","474"
"18956","951","21","1426","475"
"18957","950","21","1426","476"
"18958","952","21","1428","476"
"18959","952","21","1430","478"
"18960","953","21","1431","478"
"18961","954","21","1432","478"
"18962","955","21","1433","478"
"18973","956","21","1434","478"
"18978","957","21","1435","478"
"18991","956","21","1435","479"
"18999","957","21","1436","479"
"19006","956","21","1436","480"
"19007","957","21","1437","480"
"19008","958","21","1441","483"
"19009","959","21","1442","483"
"19010","961","21","1444","483"
"19011","961","21","1445","484"
"19026","962","21","1446","484"
"19031","963","21","1447","484"
"19050","964","21","1448","484"
"19055","963","21","1448","485"
"19056","963","21","1450","487"
"19057","967","21","1454","487"
"19058","967","21","1455","488"
"19059","970","21","1461","491"
"19060","971","21","1463","492"
"19061","972","21","1464","492"
"19062","973","21","1465","492"
"19064","974","21","1466","492"
"19076","975","21","1467","492"
"19081","976","21","1468","492"
"19106","973","21","1469","496"
"19107","977","21","1473","496"
"19108","976","21","1473","497"
"19109","979","21","1476","497"
"19110","979","21","1477","498"
"19112","980","21","1478","498"
"19122","979","21","1478","499"
"19123","980","21","1479","499"
"19141","979","21","1479","500"
"19156","977","21","1479","502"
"19157","974","21","1479","505"
"19158","974","21","1481","507"
"19159","974","21","1482","508"
"19160","975","21","1483","508"
"19161","976","21","1484","508"
"19162","977","21","1485","508"
"19184","976","21","1485","509"
"19205","975","21","1485","510"
"19206","977","21","1487","510"
"19207","977","21","1488","511"
"19208","979","21","1492","513"
"19209","980","21","1494","514"
"19210","980","21","1495","515"
"19257","981","21","1497","516"
"19258","983","21","1501","518"
"19259","984","21","1502","518"
"19260","985","21","1503","518"
"19272","986","21","1504","518"
"19285","987","21","1505","518"
"19286","987","21","1506","519"
"19303","988","21","1507","519"
"19306","987","21","1507","520"
"19307","986","21","1508","522"
"19308","988","21","1511","523"
"19309","989","21","1513","524"
"19310","993","21","1517","524"
"19311","996","21","1520","524"
"19325","997","21","1521","524"
"19341","998","21","1522","524"
"19356","999","21","1523","524"
"19357","999","21","1526","527"
"19358","998","21","1528","530"
"19359","999","21","1530","531"
"19360","1000","21","1532","532"
"19362","1001","21","1533","532"
"19404","1000","21","1533","533"
"19405","998","21","1533","535"
"19406","995","21","1533","538"
"19407","994","21","1534","540"
"19408","998","21","1539","541"
"19409","999","21","1542","543"
"19410","1000","21","1543","543"
"19411","1001","21","1544","543"
"19418","1000","21","1544","544"
"19422","1001","21","1545","544"
"19434","1002","21","1546","544"
"19455","1003","21","1547","544"
"19456","1001","21","1547","546"
"19457","999","21","1549","550"
"19458","998","21","1549","551"
"19459","1002","21","1553","551"
"19460","1003","21","1554","551"
"19468","1004","21","1555","551"
"19471","1003","21","1555","552"
"19489","1004","21","1556","552"
"19495","1005","21","1557","552"
"19504","1004","21","1557","553"
"19505","1003","21","1557","554"
"19506","1004","21","1558","554"
"19507","1004","21","1561","557"
"19509","1005","21","1563","558"
"19510","1007","21","1565","558"
"19513","1006","21","1565","559"
"19552","1007","21","1566","559"
"19553","1006","21","1566","560"
"19555","1006","21","1567","561"
"19556","1005","21","1569","564"
"19557","1006","21","1570","564"
"19558","1005","21","1570","565"
"19559","1008","21","1575","567"
"19560","1015","21","1582","567"
"19561","1017","21","1584","567"
"19565","1018","21","1585","567"
"19566","1019","21","1586","567"
"19573","1020","21","1587","567"
"19586","1019","21","1587","568"
"19587","1020","21","1588","568"
"19590","1021","21","1589","568"
"19606","1022","21","1591","569"
"19607","1023","21","1594","571"
"19608","1024","21","1596","572"
"19609","1024","21","1599","575"
"19610","1026","21","1601","575"
"19611","1027","21","1602","575"
"19613","1028","21","1603","575"
"19620","1027","21","1603","576"
"19642","1028","21","1604","576"
"19656","1027","21","1604","577"
"19657","1025","21","1605","580"
"19658","1024","21","1605","581"
"19659","1025","21","1606","581"
"19660","1026","21","1607","581"
"19661","1029","21","1610","581"
"19694","1030","21","1611","581"
"19700","1031","21","1612","581"
"19701","1032","21","1613","581"
"19706","1033","21","1614","581"
"19707","1034","21","1615","581"
"19708","1034","21","1618","584"
"19709","1038","21","1622","584"
"19710","1039","21","1623","584"
"19711","1038","21","1623","585"
"19725","1039","21","1624","585"
"19748","1038","21","1624","586"
"19751","1039","21","1625","586"
"19752","1040","21","1626","586"
"19756","1041","21","1627","586"
"19757","1041","21","1629","588"
"19758","1043","21","1634","591"
"19759","1046","21","1638","592"
"19760","1052","21","1644","592"
"19761","1051","21","1644","593"
"19762","1052","21","1645","593"
"19797","1053","21","1646","593"
"19798","1052","21","1646","594"
"19801","1053","21","1647","594"
"19804","1054","21","1648","594"
"19807","1055","21","1650","595"
"19808","1055","21","1652","597"
"19809","1055","21","1655","600"
"19810","1054","21","1655","601"
"19811","1055","21","1656","601"
"19834","1056","21","1657","601"
"19846","1056","21","1658","602"
"19847","1057","21","1659","602"
"19852","1056","21","1659","603"
"19856","1057","21","1660","603"
"19857","1058","21","1664","606"
"19858","1058","21","1667","609"
"19859","1061","21","1670","609"
"19860","1061","21","1672","611"
"19895","1062","21","1673","611"
"19897","1061","21","1673","612"
"19903","1062","21","1674","612"
"19905","1061","21","1674","613"
"19906","1060","21","1674","614"
"19907","1061","21","1676","615"
"19908","1063","21","1680","617"
"19909","1066","21","1684","618"
"19912","1067","21","1685","618"
"19915","1068","21","1686","618"
"19937","1069","21","1687","618"
"19938","1070","21","1688","618"
"19940","1071","21","1689","618"
"19945","1072","21","1690","618"
"19954","1073","21","1691","618"
"19957","1072","21","1691","619"
"19958","1072","21","1692","620"
"19959","1072","21","1695","623"
"19960","1071","21","1696","625"
"19961","1072","21","1697","625"
"19964","1071","21","1697","626"
"19994","1070","21","1697","627"
"20006","1069","21","1697","628"
"20007","1072","21","1700","628"
"20008","1072","21","1703","631"
"20009","1074","21","1705","631"
"20010","1075","21","1708","633"
"20011","1076","21","1710","634"
"20024","1075","21","1710","635"
"20044","1076","21","1711","635"
"20049","1075","21","1711","636"
"20055","1075","21","1712","637"
"20056","1076","21","1713","637"
"20057","1077","21","1714","637"
"20058","1077","21","1715","638"
"20059","1074","21","1715","641"
"20060","1079","21","1720","641"
"20061","1080","21","1721","641"
"20092","1083","21","1724","641"
"20104","1084","21","1725","641"
"20106","1083","21","1725","642"
"20107","1083","21","1726","643"
"20108","1087","21","1730","643"
"20109","1090","21","1733","643"
"20110","1093","21","1736","643"
"20111","1092","21","1736","644"
"20112","1093","21","1737","644"
"20123","1094","21","1738","644"
"20139","1095","21","1739","644"
"20156","1094","21","1739","645"
"20157","1093","21","1740","647"
"20160","1095","21","1742","647"
"20161","1096","21","1743","647"
"20162","1097","21","1744","647"
"20183","1096","21","1744","648"
"20203","1097","21","1745","648"
"20204","1098","21","1746","648"
"20206","1098","21","1747","649"
"20207","1097","21","1747","650"
"20208","1096","21","1749","653"
"20209","1099","21","1753","654"
"20210","1102","21","1757","655"
"20226","1103","21","1758","655"
"20231","1104","21","1759","655"
"20240","1105","21","1760","655"
"20250","1104","21","1760","656"
"20252","1105","21","1761","656"
"20256","1104","21","1762","658"
"20258","1104","21","1763","659"
"20259","1105","21","1766","661"
"20260","1111","21","1772","661"
"20261","1112","21","1773","661"
"20262","1113","21","1774","661"
"20306","1111","21","1774","663"
"20307","1108","21","1774","666"
"20308","1111","21","1779","668"
"20309","1110","21","1780","670"
"20310","1114","21","1785","671"
"20324","1114","21","1786","672"
"20337","1113","21","1786","673"
"20348","1112","21","1786","674"
"20349","1113","21","1787","674"
"20356","1112","21","1787","675"
"20357","1115","21","1791","676"
"20358","1114","21","1792","678"
"20359","1113","21","1794","681"
"20360","1114","21","1795","681"
"20361","1117","21","1799","682"
"20386","1118","21","1800","682"
"20389","1119","21","1801","682"
"20406","1120","21","1802","682"
"20407","1122","21","1805","683"
"20408","1122","21","1806","684"
"20409","1123","21","1808","685"
"20411","1122","21","1809","687"
"20412","1124","21","1811","687"
"20425","1125","21","1812","687"
"20426","1126","21","1813","687"
"20434","1125","21","1813","688"
"20437","1126","21","1814","688"
"20441","1128","21","1816","688"
"20457","1127","21","1816","689"
"20458","1128","21","1819","691"
"20459","1128","21","1821","693"
"20460","1127","21","1822","695"
"20461","1130","21","1825","695"
"20490","1132","21","1827","695"
"20496","1131","21","1827","696"
"20507","1133","21","1829","696"
"20508","1134","21","1832","698"
"20509","1137","21","1836","699"
"20510","1137","21","1837","700"
"20512","1138","21","1838","700"
"20518","1139","21","1839","700"
"20535","1140","21","1840","700"
"20546","1141","21","1841","700"
"20557","1139","21","1843","704"
"20558","1136","21","1845","709"
"20559","1139","21","1848","709"
"20560","1141","21","1851","710"
"20561","1143","21","1853","710"
"20562","1144","21","1854","710"
"20568","1146","21","1856","710"
"20606","1147","21","1857","710"
"20607","1147","21","1858","711"
"20608","1148","21","1859","711"
"20609","1150","21","1862","712"
"20610","1150","21","1863","713"
"20611","1150","21","1864","714"
"20613","1151","21","1865","714"
"20632","1152","21","1866","714"
"20656","1152","21","1867","715"
"20657","1154","21","1869","715"
"20658","1156","21","1871","715"
"20659","1155","21","1871","716"
"20660","1153","21","1873","720"
"20661","1156","21","1876","720"
"20679","1157","21","1877","720"
"20680","1156","21","1877","721"
"20690","1156","21","1878","722"
"20706","1155","21","1878","723"
"20707","1155","21","1880","725"
"20708","1154","21","1880","726"
"20709","1153","21","1880","727"
"20710","1155","21","1883","728"
"20711","1153","21","1883","730"
"20726","1154","21","1884","730"
"20740","1155","21","1885","730"
"20758","1156","21","1888","732"
"20759","1158","21","1893","735"
"20760","1161","21","1896","735"
"20761","1163","21","1898","735"
"20762","1164","21","1899","735"
"20791","1165","21","1900","735"
"20803","1166","21","1901","735"
"20806","1165","21","1901","736"
"20807","1164","21","1901","737"
"20808","1164","21","1902","738"
"20809","1167","21","1905","738"
"20810","1168","21","1906","738"
"20811","1168","21","1907","739"
"20812","1169","21","1908","739"
"20813","1170","21","1909","739"
"20827","1170","21","1910","740"
"20829","1169","21","1910","741"
"20857","1171","21","1912","741"
"20858","1172","21","1915","743"
"20859","1170","21","1915","745"
"20860","1173","21","1918","745"
"20861","1174","21","1919","745"
"20862","1173","21","1919","746"
"20898","1172","21","1919","747"
"20900","1173","21","1920","747"
"20904","1172","21","1920","748"
"20907","1172","21","1921","749"
"20908","1172","21","1923","751"
"20909","1174","21","1925","751"
"20910","1174","21","1927","753"
"20911","1175","21","1928","753"
"20912","1177","21","1930","753"
"20919","1176","21","1930","754"
"20925","1177","21","1931","754"
"20937","1176","21","1931","755"
"20938","1177","21","1932","755"
"20947","1178","21","1933","755"
"20956","1177","21","1933","756"
"20957","1176","21","1934","758"
"20958","1177","21","1937","760"
"20959","1179","21","1939","760"
"20960","1185","21","1945","760"
"20961","1187","21","1947","760"
"20971","1188","21","1948","760"
"20974","1189","21","1949","760"
"20987","1188","21","1949","761"
"21007","1189","21","1951","762"
"21008","1190","21","1955","765"
"21009","1189","21","1957","768"
"21010","1191","21","1960","769"
"21011","1192","21","1962","770"
"21021","1191","21","1962","771"
"21023","1190","21","1962","772"
"21025","1191","21","1963","772"
"21029","1190","21","1963","773"
"21038","1191","21","1964","773"
"21054","1192","21","1965","773"
"21056","1191","21","1965","774"
"21058","1191","21","1966","775"
"21059","1191","21","1969","778"
"21060","1196","21","1975","779"
"21061","1197","21","1977","780"
"21063","1198","21","1978","780"
"21076","1197","21","1978","781"
"21107","1199","21","1981","782"
"21108","1201","21","1985","784"
"21109","1204","21","1989","785"
"21110","1207","21","1993","786"
"21111","1208","21","1994","786"
"21112","1210","21","1996","786"
"21122","1212","21","1999","787"
"21125","1213","21","2000","787"
"21156","1212","21","2000","788"
"21158","1213","21","2002","789"
"21159","1211","21","2004","793"
"21160","1210","21","2006","796"
"21161","1211","21","2007","796"
"21162","1211","21","2008","797"
"21163","1212","21","2009","797"
"21183","1213","21","2010","797"
"21204","1212","21","2010","798"
"21206","1211","21","2010","799"
"21207","1209","21","2010","801"
"21208","1211","21","2013","802"
"21209","1211","21","2015","804"
"21210","1214","21","2019","805"
"21211","1217","21","2022","805"
"21219","1216","21","2022","806"
"21223","1217","21","2023","806"
"21224","1218","21","2024","806"
"21239","1219","21","2025","806"
"21253","1220","21","2026","806"
"21256","1220","21","2027","807"
"21257","1222","21","2030","808"
"21258","1222","21","2031","809"
"21259","1220","21","2032","812"
"21260","1224","21","2036","812"
"21261","1225","21","2037","812"
"21262","1224","21","2037","813"
"21275","1225","21","2038","813"
"21307","1226","21","2040","814"
"21308","1226","21","2042","816"
"21309","1225","21","2045","820"
"21310","1225","21","2047","822"
"21311","1226","21","2049","823"
"21318","1227","21","2050","823"
"21344","1228","21","2051","823"
"21345","1229","21","2052","823"
"21346","1230","21","2053","823"
"21357","1228","21","2053","825"
"21358","1227","21","2054","827"
"21359","1227","21","2056","829"
"21360","1229","21","2059","830"
"21362","1230","21","2060","830"
"21366","1231","21","2061","830"
"21367","1232","21","2062","830"
"21378","1231","21","2062","831"
"21383","1231","21","2063","832"
"21385","1231","21","2064","833"
"21406","1230","21","2064","834"
"21407","1227","21","2065","838"
"21409","1229","21","2067","838"
"21410","1234","21","2072","838"
"21411","1235","21","2073","838"
"21414","1236","21","2074","838"
"21418","1237","21","2075","838"
"21424","1236","21","2075","839"
"21442","1237","21","2076","839"
"21447","1238","21","2077","839"
"21456","1237","21","2077","840"
"21457","1240","21","2080","840"
"21458","1245","21","2085","840"
"21459","1245","21","2086","841"
"21460","1246","21","2088","842"
"21461","1247","21","2089","842"
"21475","1246","21","2089","843"
"21478","1247","21","2090","843"
"21497","1246","21","2090","844"
"21507","1246","21","2092","846"
"21508","1244","21","2092","848"
"21509","1242","21","2093","851"
"21510","1243","21","2095","852"
"21511","1244","21","2096","852"
"21512","1246","21","2098","852"
"21526","1247","21","2099","852"
"21539","1248","21","2100","852"
"21548","1249","21","2101","852"
"21557","1247","21","2102","855"
"21558","1249","21","2104","855"
"21559","1252","21","2108","856"
"21560","1252","21","2110","858"
"21561","1256","21","2114","858"
"21562","1255","21","2114","859"
"21563","1256","21","2115","859"
"21576","1258","21","2117","859"
"21587","1260","21","2119","859"
"21597","1261","21","2120","859"
"21607","1261","21","2121","860"
"21608","1263","21","2124","861"
"21609","1264","21","2126","862"
"21610","1263","21","2127","864"
"21611","1265","21","2129","864"
"21612","1268","21","2132","864"
"21613","1267","21","2132","865"
"21614","1268","21","2133","865"
"21621","1267","21","2133","866"
"21624","1268","21","2134","866"
"21652","1269","21","2135","866"
"21658","1268","21","2136","868"
"21659","1267","21","2137","870"
"21660","1264","21","2138","874"
"21661","1266","21","2140","874"
"21672","1265","21","2140","875"
"21674","1266","21","2141","875"
"21677","1267","21","2142","875"
"21682","1268","21","2143","875"
"21688","1267","21","2143","876"
"21689","1268","21","2144","876"
"21691","1269","21","2145","876"
"21702","1270","21","2146","876"
"21707","1270","21","2147","877"
"21708","1271","21","2151","880"
"21709","1270","21","2153","883"
"21710","1269","21","2156","887"
"21711","1273","21","2162","889"
"21712","1275","21","2164","889"
"21713","1276","21","2165","889"
"21733","1277","21","2166","889"
"21734","1278","21","2167","889"
"21744","1279","21","2168","889"
"21756","1278","21","2168","890"
"21757","1279","21","2169","890"
"21758","1278","21","2170","892"
"21759","1280","21","2174","894"
"21760","1279","21","2175","896"
"21762","1281","21","2177","896"
"21763","1282","21","2178","896"
"21784","1281","21","2178","897"
"21790","1280","21","2178","898"
"21792","1281","21","2179","898"
"21807","1281","21","2180","899"
"21808","1281","21","2181","900"
"21809","1282","21","2183","901"
"21810","1284","21","2185","901"
"21811","1285","21","2187","902"
"21812","1288","21","2190","902"
"21815","1287","21","2190","903"
"21820","1285","21","2190","905"
"21825","1284","21","2190","906"
"21844","1285","21","2191","906"
"21852","1286","21","2192","906"
"21855","1287","21","2193","906"
"21856","1288","21","2194","906"
"21857","1287","21","2194","907"
"21858","1286","21","2195","909"
"21859","1286","21","2197","911"
"21860","1286","21","2199","913"
"21861","1287","21","2201","914"
"21862","1288","21","2202","914"
"21863","1289","21","2203","914"
"21869","1289","21","2204","915"
"21884","1290","21","2205","915"
"21892","1291","21","2206","915"
"21893","1290","21","2206","916"
"21905","1291","21","2207","916"
"21907","1288","21","2207","919"
"21908","1289","21","2208","919"
"21909","1289","21","2210","921"
"21910","1291","21","2213","922"
"21911","1293","21","2216","923"
"21912","1296","21","2219","923"
"21918","1297","21","2220","923"
"21931","1298","21","2221","923"
"21945","1299","21","2222","923"
"21953","1298","21","2222","924"
"21955","1299","21","2223","924"
"21956","1298","21","2223","925"
"21957","1298","21","2224","926"
"21958","1296","21","2226","930"
"21959","1295","21","2228","933"
"21960","1297","21","2230","933"
"21961","1298","21","2231","933"
"21962","1300","21","2233","933"
"21967","1301","21","2234","933"
"21969","1302","21","2235","933"
"21971","1303","21","2236","933"
"22005","1302","21","2236","934"
"22008","1301","21","2239","938"
"22009","1301","21","2240","939"
"22010","1302","21","2241","939"
"22011","1305","21","2244","939"
"22012","1306","21","2245","939"
"22014","1307","21","2246","939"
"22017","1308","21","2247","939"
"22026","1309","21","2248","939"
"22032","1310","21","2249","939"
"22041","1311","21","2250","939"
"22042","1312","21","2251","939"
"22043","1313","21","2252","939"
"22053","1314","21","2253","939"
"22056","1312","21","2253","941"
"22057","1312","21","2254","942"
"22058","1312","21","2255","943"
"22059","1316","21","2263","947"
"22060","1320","21","2267","947"
"22061","1323","21","2270","947"
"22063","1325","21","2272","947"
"22064","1326","21","2273","947"
"22065","1325","21","2273","948"
"22074","1324","21","2273","949"
"22075","1323","21","2273","950"
"22076","1324","21","2274","950"
"22086","1323","21","2274","951"
"22092","1322","21","2274","952"
"22107","1323","21","2275","952"
"22108","1326","21","2279","953"
"22109","1330","21","2284","954"
"22110","1332","21","2287","955"
"22111","1331","21","2287","956"
"22112","1332","21","2288","956"
"22113","1333","21","2289","956"
"22141","1333","21","2290","957"
"22142","1334","21","2291","957"
"22144","1335","21","2292","957"
"22147","1336","21","2293","957"
"22151","1337","21","2294","957"
"22156","1338","21","2295","957"
"22157","1337","21","2295","958"
"22158","1340","21","2298","958"
"22159","1343","21","2302","959"
"22160","1348","21","2308","960"
"22161","1347","21","2310","963"
"22162","1349","21","2312","963"
"22163","1350","21","2313","963"
"22207","1349","21","2315","966"
"22208","1347","21","2316","969"
"22209","1348","21","2318","970"
"22210","1352","21","2323","971"
"22211","1354","21","2325","971"
"22212","1355","21","2327","972"
"22227","1354","21","2327","973"
"22235","1355","21","2328","973"
"22244","1356","21","2329","973"
"22256","1355","21","2329","974"
"22257","1356","21","2330","974"
"22258","1355","21","2331","976"
"22259","1354","21","2334","980"
"22260","1355","21","2336","981"
"22261","1356","21","2337","981"
"22262","1359","21","2340","981"
"22274","1360","21","2341","981"
"22291","1361","21","2342","981"
"22296","1360","21","2342","982"
"22297","1361","21","2343","982"
"22298","1362","21","2344","982"
"22307","1360","21","2345","985"
"22308","1362","21","2347","985"
"22309","1362","21","2349","987"
"22310","1365","21","2352","987"
"22311","1369","21","2357","988"
"22312","1370","21","2358","988"
"22322","1371","21","2359","988"
"22340","1371","21","2360","989"
"22357","1372","21","2362","990"
"22358","1371","21","2364","993"
"22359","1373","21","2367","994"
"22360","1374","21","2369","995"
"22361","1374","21","2370","996"
"22384","1375","21","2371","996"
"22386","1374","21","2371","997"
"22395","1375","21","2372","997"
"22396","1377","21","2374","997"
"22406","1378","21","2375","997"
"22408","1375","21","2375","1000"
"22409","1377","21","2378","1001"
"22410","1382","21","2384","1002"
"22411","1387","21","2389","1002"
"22412","1388","21","2390","1002"
"22416","1390","21","2392","1002"
"22429","1389","21","2392","1003"
"22432","1390","21","2393","1003"
"22437","1391","21","2394","1003"
"22445","1392","21","2395","1003"
"22448","1393","21","2396","1003"
"22449","1395","21","2398","1003"
"22456","1394","21","2398","1004"
"22457","1394","21","2399","1005"
"22458","1394","21","2400","1006"
"22459","1395","21","2402","1007"
"22460","1393","21","2403","1010"
"22461","1392","21","2404","1012"
"22462","1393","21","2405","1012"
"22464","1394","21","2406","1012"
"22484","1395","21","2407","1012"
"22485","1396","21","2408","1012"
"22507","1396","21","2409","1013"
"22508","1396","21","2412","1016"
"22509","1393","21","2414","1021"
"22510","1394","21","2417","1023"
"22511","1398","21","2421","1023"
"22519","1399","21","2422","1023"
"22527","1400","21","2423","1023"
"22532","1401","21","2424","1023"
"22542","1400","21","2424","1024"
"22543","1402","21","2426","1024"
"22549","1403","21","2427","1024"
"22554","1402","21","2427","1025"
"22555","1403","21","2428","1025"
"22556","1404","21","2429","1025"
"22557","1401","21","2429","1028"
"22558","1399","21","2429","1030"
"22559","1400","21","2431","1031"
"22560","1400","21","2435","1035"
"22561","1402","21","2437","1035"
"22562","1403","21","2439","1036"
"22570","1404","21","2440","1036"
"22588","1405","21","2441","1036"
"22605","1404","21","2441","1037"
"22607","1406","21","2443","1037"
"22608","1409","21","2448","1039"
"22609","1411","21","2451","1040"
"22610","1411","21","2453","1042"
"22611","1413","21","2456","1043"
"22613","1413","21","2457","1044"
"22639","1414","21","2458","1044"
"22643","1415","21","2459","1044"
"22656","1413","21","2459","1046"
"22657","1414","21","2460","1046"
"22658","1413","21","2460","1047"
"22659","1414","21","2462","1048"
"22660","1416","21","2465","1049"
"22661","1418","21","2468","1050"
"22662","1421","21","2471","1050"
"22688","1420","21","2471","1051"
"22690","1421","21","2472","1051"
"22702","1420","21","2472","1052"
"22707","1418","21","2473","1055"
"22708","1420","21","2476","1056"
"22709","1423","21","2480","1057"
"22710","1421","21","2480","1059"
"22711","1420","21","2482","1062"
"22712","1420","21","2483","1063"
"22713","1421","21","2484","1063"
"22724","1422","21","2485","1063"
"22751","1421","21","2485","1064"
"22754","1420","21","2485","1065"
"22757","1419","21","2486","1067"
"22758","1420","21","2487","1067"
"22759","1422","21","2490","1068"
"22760","1426","21","2494","1068"
"22761","1430","21","2498","1068"
"22762","1431","21","2500","1069"
"22763","1432","21","2501","1069"
"22775","1434","21","2503","1069"
"22805","1435","21","2504","1069"
"22807","1435","21","2505","1070"
"22808","1437","21","2507","1070"
"22809","1436","21","2508","1072"
"22810","1439","21","2511","1072"
"22811","1442","21","2515","1073"
"22836","1441","21","2515","1074"
"22837","1442","21","2516","1074"
"22847","1443","21","2517","1074"
"22856","1442","21","2517","1075"
"22857","1441","21","2517","1076"
"22858","1442","21","2518","1076"
"22859","1442","21","2519","1077"
"22860","1443","21","2521","1078"
"22861","1444","21","2522","1078"
"22862","1445","21","2523","1078"
"22863","1446","21","2524","1078"
"22877","1447","21","2525","1078"
"22887","1448","21","2526","1078"
"22888","1447","21","2526","1079"
"22899","1446","21","2526","1080"
"22906","1445","21","2526","1081"
"22908","1446","21","2530","1084"
"22909","1447","21","2533","1086"
"22910","1448","21","2535","1087"
"22911","1450","21","2537","1087"
"22913","1451","21","2538","1087"
"22924","1453","21","2540","1087"
"22936","1454","21","2541","1087"
"22948","1455","21","2542","1087"
"22954","1456","21","2543","1087"
"22956","1454","21","2543","1089"
"22957","1453","21","2544","1091"
"22959","1453","21","2545","1092"
"22960","1452","21","2548","1096"
"22961","1454","21","2550","1096"
"22964","1455","21","2552","1097"
"22965","1456","21","2553","1097"
"22977","1457","21","2554","1097"
"22996","1456","21","2554","1098"
"22997","1457","21","2555","1098"
"23007","1458","21","2557","1099"
"23008","1458","21","2558","1100"
"23009","1462","21","2563","1101"
"23010","1465","21","2566","1101"
"23011","1471","21","2572","1101"
"23012","1473","21","2574","1101"
"23013","1474","21","2575","1101"
"23014","1475","21","2576","1101"
"23042","1476","21","2577","1101"
"23056","1475","21","2577","1102"
"23057","1474","21","2577","1103"
"23058","1476","21","2580","1104"
"23059","1476","21","2581","1105"
"23060","1481","21","2586","1105"
"23061","1481","21","2588","1107"
"23062","1483","21","2591","1108"
"23063","1484","21","2592","1108"
"23067","1484","21","2593","1109"
"23077","1483","21","2593","1110"
"23081","1484","21","2594","1110"
"23086","1483","21","2594","1111"
"23094","1484","21","2595","1111"
"23095","1486","21","2597","1111"
"23107","1487","21","2598","1111"
"23108","1488","21","2600","1112"
"23109","1490","21","2602","1112"
"23110","1493","21","2608","1115"
"23111","1495","21","2610","1115"
"23112","1498","21","2614","1116"
"23113","1501","21","2617","1116"
"23114","1502","21","2618","1116"
"23116","1502","21","2619","1117"
"23127","1503","21","2620","1117"
"23130","1502","21","2620","1118"
"23131","1501","21","2620","1119"
"23142","1500","21","2620","1120"
"23144","1501","21","2621","1120"
"23145","1503","21","2623","1120"
"23150","1504","21","2624","1120"
"23156","1505","21","2625","1120"
"23157","1504","21","2625","1121"
"23158","1504","21","2629","1125"
"23159","1505","21","2633","1128"
"23160","1505","21","2634","1129"
"23161","1509","21","2638","1129"
"23162","1511","21","2640","1129"
"23163","1513","21","2642","1129"
"23164","1514","21","2643","1129"
"23168","1516","21","2645","1129"
"23179","1517","21","2646","1129"
"23181","1516","21","2646","1130"
"23193","1517","21","2647","1130"
"23195","1518","21","2648","1130"
"23197","1519","21","2649","1130"
"23203","1520","21","2650","1130"
"23209","1518","21","2651","1133"
"23210","1519","21","2654","1135"
"23211","1520","21","2657","1137"
"23212","1521","21","2658","1137"
"23215","1522","21","2659","1137"
"23223","1523","21","2660","1137"
"23231","1524","21","2661","1137"
"23232","1526","21","2663","1137"
"23240","1525","21","2663","1138"
"23241","1524","21","2664","1140"
"23242","1523","21","2664","1141"
"23244","1522","21","2664","1142"
"23245","1521","21","2664","1143"
"23254","1522","21","2665","1143"
"23257","1519","21","2665","1146"
"23258","1521","21","2669","1148"
"23259","1520","21","2672","1152"
"23260","1521","21","2674","1153"
"23261","1519","21","2676","1157"
"23262","1520","21","2677","1157"
"23264","1521","21","2678","1157"
"23309","1522","21","2681","1159"
